Symbol	KmeansGroup	FoldChangeQ95	MmLDSmExp1	MmLDSmExp2	MmLDSmExp3	MmLDSmExp4	MmLDSmExp5	MmLDSmExp6	MmLDSmExp8	MmLDSmExp9	MmLDSmExp10	MmLDSmExp11	MmLDSmExp12	MmLDSmExp13	MmLDSmExp15	MmLDSmExp16	MmLDSmExp17	MmLDSmExp18	MmLDSmExp19	MmLDSmExp20	MmLDSmExp21	MmLDSmExp22	MmLDSmExp23	MmLDSmExp24	MmLDSmExp25	MmLDSmExp26	MmLDSmExp27	MmLDSmExp29	MmLDSmExp33	MmLDSmExp36	MmLDSmExp37	MmLDSmExp38	MmLDSmExp41	MmLDSmExp43	MmLDSmExp44	MmLDSmExp45	MmLDSmExp46	MmLDSmExp48	MmLDSmExp50
ENSG00000160746	ANO10	4	2.207181053	0.586030485	-0.159539861	-0.250453577	-0.379711648	-0.326884901	-0.334744312	-0.163958726	-0.04515981	-0.178583466	-0.241885803	-0.218999152	-0.35108848	0.019179766	-0.449564945	-0.452684058	-0.522841194	-0.530201489	-0.532172142	0.906569938	-0.507580305	-0.438759705	-0.585198517	-0.652317695	-0.492403811	-0.474944898	-0.665948892	-0.641148244	-0.412994756	1.476246745	3.023779317	-0.865347375	2.427932991	1.363226381	0.005905579	-1.245755929	1.6149117	-1.51009026
ENSG00000160957	RECQL4	4	2.003296078	0.542021265	0.918247934	-0.215526147	-0.143504504	3.905144762	-0.275767398	0.272999112	-0.233187407	-0.271110616	-0.288642853	-0.007586992	-0.260526504	-0.209038468	-0.236500578	-0.38369571	-0.291115968	-0.353561094	-0.423524743	-0.435888766	-0.172216575	0.620478864	-0.45583895	-0.563889895	-0.248215335	-0.241499869	-0.51247202	-0.412263902	-0.554715201	-0.466538441	-0.602100687	-0.654976689	-0.79234838	-0.771975025	1.484145445	-0.926846308	-1.015342259	2.674083826
ENSG00000161010	C5orf45	4	1.545587267	0.556246012	0.048465332	-0.000630139	-0.059838269	-0.103327745	-0.135663864	-0.116999887	-0.06339482	-0.127761004	-0.146977284	0.015114647	-0.195569848	-0.169877814	-0.276717518	1.091986453	-0.202097491	-0.323358992	0.201469724	-0.407432197	-0.211820138	-0.302187371	-0.395547712	-0.624681407	-0.32690323	-0.091805013	-0.446663311	-0.507327833	-0.609109038	-0.663023676	-0.689534228	-0.779278215	4.199541289	-0.345007869	-0.375384543	-1.240709915	3.055731998	-0.775512351
ENSG00000161011	SQSTM1	4	2.596678778	1.325663263	0.017318956	1.786727935	0.302785722	2.21392377	0.688308729	0.523446733	-0.339848037	-0.05340986	-0.343447992	-0.146818153	-0.438532705	-0.526494006	-0.513772294	-0.116338594	-0.59143663	-0.609920269	-0.336021613	-0.574781646	-0.602223003	0.594861268	-0.534497803	-0.615046297	-0.356334895	0.631341717	-0.359814211	-0.387413494	-0.283687108	-0.979699989	-0.768211869	-1.009390151	-0.975246794	-1.155330591	2.708769131	-0.182285202	0.873612323	-1.463435118
ENSG00000161326	DUSP14	4	2.278398159	0.267099054	-0.212205278	1.292657082	0.089909071	-0.425946698	-0.446802014	-0.41528818	-0.10179776	-0.415157563	0.197486873	-0.319162271	-0.364563905	0.062236786	0.434736045	-0.552252128	-0.512235276	-0.584522836	-0.578025864	1.713367033	-0.443491003	-0.603863052	-0.622739525	-0.728308782	-0.55689058	-0.57924142	-0.215438322	-0.218413169	-0.719344752	-0.799029738	-0.765642197	3.213287177	-0.7684844	1.548219501	1.533660505	-1.082931166	-1.169395116	1.570115709
ENSG00000161791	FMNL3	4	2.188670287	0.456465894	1.185091019	-0.039066112	-0.222943427	0.768314128	-0.361615044	0.372211783	-0.168309018	-0.113109148	-0.367086433	0.108697531	0.352965454	-0.338550756	-0.21943902	1.293643908	-0.235059963	-0.60918356	-0.026589853	-0.642843705	0.403751446	-0.511666883	-0.662614239	-0.867656024	-0.535030405	1.017216819	-0.55094767	0.102925166	-0.445334939	0.116954928	3.835795705	-1.027635601	-1.268904557	-1.15435395	0.128576018	0.716902002	-0.893448241	-1.786793539
ENSG00000161860	SYCE2	4	2.096375767	0.840791166	0.484201138	-0.33576438	-0.052164492	-0.336851814	-0.394346735	-0.383653802	-0.011299887	-0.389819119	-0.300910391	-0.201543024	-0.16598384	-0.493065179	-0.475167316	-0.499304772	-0.066736443	0.118500826	-0.538038686	-0.55006244	-0.236678889	-0.550675864	-0.569463579	-0.674540874	-0.503922587	-0.526169127	0.16758048	1.800742011	-0.665618675	-0.744931815	-0.711700075	-0.763120886	-0.896710989	3.024082538	0.564298358	-1.027508432	3.262308681	0.706873145
ENSG00000161980	POLR3K	4	2.297902009	-0.438112397	-0.426250627	1.102639369	-0.12019684	1.779849313	-0.622158805	-0.615039881	1.959513909	-0.181879866	-0.630495081	-0.191419627	-0.645010987	-0.283019847	-0.675965893	-0.692035639	-0.721289116	-0.544883255	-0.14701861	-0.72582805	-0.168229782	-0.726236443	1.06300074	-0.808700778	-0.695109994	-0.709920845	-0.775410919	-0.763934757	-0.802760738	1.106283037	-0.833439878	-0.867673783	-0.956612693	1.541432794	0.382964138	2.28047539	0.939364065	1.315210369
ENSG00000161981	SNRNP25	4	2.549771717	-0.130679764	0.176967461	1.640162327	0.324580431	-0.345978516	-0.631197986	0.442550565	0.351391682	-0.627355977	2.19891104	-0.29196437	0.227130802	-0.235466683	-0.69977988	-0.541280861	-0.225260494	-0.747518715	-0.753130999	-0.386936001	-0.476397302	-0.763854559	0.199680569	-0.868962977	-0.724180166	-0.743057965	1.090122168	-0.703129291	-0.861390991	-0.584791989	2.088839295	1.366900763	-1.057490387	-0.349853878	1.635507303	0.875110765	-1.241510011	-1.176457121
ENSG00000161996	WDR90	4	2.29955663	0.033702588	-0.060077882	1.077449952	1.273151193	2.837383553	-0.463027898	0.316094032	-0.416056948	0.358703075	-0.467018834	-0.189659236	-0.09942345	0.177596093	-0.263298758	-0.582086058	-0.607764547	-0.593344361	-0.203004872	-0.63966254	-0.613722028	-0.546012158	-0.661670039	-0.534280948	2.716512267	-0.612558243	0.810411065	-0.493228572	-0.770741523	-0.778362141	-0.823013524	-0.88134338	-0.86893158	-0.233916049	-0.162147603	0.159576405	-1.278870783	1.783087102
ENSG00000162441	LZIC	4	2.576100082	0.409568033	0.224504344	0.099678383	-0.412610046	0.160550333	-1.025495334	-0.217024334	0.047610507	0.212705334	0.19590765	-0.221781702	-0.325054368	-0.927921587	-0.381039421	-0.621583007	-0.537534046	-0.905035209	-0.460140132	0.711729298	-1.132328311	-0.47826252	-0.346879497	-1.09853465	-0.323036717	-0.884252472	0.097571581	1.106534438	-1.243645588	0.346919849	-0.155922212	2.625823184	-0.302933959	-0.038699893	0.648419336	2.17520096	-1.603878345	2.004770036
ENSG00000162604	TM2D1	4	2.334910887	-0.300891477	-0.476864023	-0.451495598	0.438418026	0.30722199	-0.645027648	0.436824801	-0.613724152	-0.166217571	0.065267945	-0.334759253	-0.400778175	-0.556911893	-0.244587736	-0.719009556	-0.677496825	-0.630802527	-0.753655052	-0.762744699	-0.695695929	-0.245141561	-0.724191631	-0.852687298	0.906428662	0.054969315	-0.187564777	0.434181447	-0.769649647	-0.733452576	2.145490759	2.745469218	1.227387203	-1.009824949	-0.326469801	2.096972512	1.34866682	-1.262565229
ENSG00000162851	TFB2M	4	1.336835335	0.172930654	0.796022255	0.053687686	0.366975795	-0.319770125	-0.324763283	-0.314988854	-0.286912014	-0.286129875	0.11631374	-0.247997099	-0.356139569	-0.282469762	-0.129143885	-0.420705615	-0.460871056	-0.450066673	-0.456112356	0.003497236	0.78124607	-0.460446669	-0.479597241	-0.580889253	-0.424926768	-0.445262371	0.46952838	-0.371898878	-0.572732534	-0.645233739	-0.614856546	-0.661860403	-0.565278725	-0.765865487	0.494237141	3.284746357	-0.982205569	4.031103704
ENSG00000163346	PBXIP1	4	2.698534091	2.347329204	0.05108038	0.794963529	-0.125160608	0.746110564	0.272634533	0.636129374	-0.073693964	-0.093577692	-0.032194164	-0.117329369	0.23823001	-0.361120653	-0.216465165	-0.37392099	-0.056096809	-0.439805928	-0.453372177	-0.335687425	-0.431127664	0.371650404	-0.517830377	-0.524593001	-0.383391006	-0.429023216	-0.630798037	0.735403305	-0.715062787	-0.877750274	-0.809585172	-0.915059784	-0.715993044	2.329572406	-0.969760276	2.326379557	-1.633902481	-1.315715293
ENSG00000163597	SNHG16	4	2.289700754	-0.439554817	0.598358254	0.82270919	0.783156312	-0.052787486	-0.987242786	0.075914894	1.108839904	-0.98333125	-0.838990708	-0.461418528	-0.422345147	-0.573350987	0.116897213	-0.978709238	-0.358164872	-1.105668513	-0.076808279	-0.12221736	-0.239526873	-0.059882668	-0.422720846	-0.274310884	1.05657116	0.365894454	0.192888324	1.187567349	-1.221601479	-1.290122362	2.709811373	1.245867738	1.763424255	-0.238658804	-0.390343398	-1.483911656	-1.526534992	0.230602758
ENSG00000163634	THOC7	4	0.889874797	0.016197511	-0.198947202	-0.167431786	0.006962152	-0.275304258	0.016199513	-0.271527124	-0.24934756	-0.275979266	-0.288290855	-0.176893231	-0.304035766	-0.184547079	0.035198897	-0.347497005	-0.362125212	-0.378236617	-0.383012617	-0.391695295	-0.37518216	-0.392138265	-0.306398052	0.366625845	-0.358376461	-0.374441288	-0.388456712	0.457545608	4.436951282	-0.398727023	-0.508418195	-0.545550551	3.431458571	0.164528437	0.187297374	-0.575000552	-0.662142453	-0.8691374
ENSG00000163694	RBM47	4	2.386006881	0.841667503	0.19422972	-0.05693715	1.662077149	-0.156660971	-0.166917532	-0.140052001	-0.089180706	0.205809424	-0.159128146	-0.117139275	-0.218008773	-0.249512649	0.108983682	-0.332934383	-0.199921296	-0.050328375	-0.378923359	-0.443657377	0.072362499	-0.426416163	0.004279946	-0.637559551	-0.372625819	-0.236649283	0.940897037	3.66076264	-0.676182949	1.241784547	-0.634227729	-0.644798363	-1.00329933	-0.340803234	0.986174618	-1.355569923	-1.517135832	-1.700465479
ENSG00000163751	CPA3	4	2.666374583	1.921844744	1.901787351	0.288297145	1.155001912	0.134925285	-0.182739273	-0.163144917	-0.106867697	-0.17444154	-0.091013953	-0.191801237	-0.245631503	-0.363618202	-0.330824294	-0.375052398	-0.455561914	-0.433903789	-0.446022153	-0.468053108	-0.426153576	-0.174564955	-0.503602155	3.212665316	-0.383511708	-0.424273729	-0.604513733	0.222603148	0.261512098	0.238285465	1.015823696	-0.858437082	-0.66484241	-1.066911719	-0.419498402	-0.619404778	-1.165239892	-1.679490626
ENSG00000163870	TPRA1	4	2.447409678	0.352798001	-0.111651661	0.644111531	-0.254666839	0.646528483	-0.283488132	-0.267946401	-0.223304572	-0.010263471	-0.255198568	-0.217278829	-0.333378408	-0.395742205	-0.248606027	-0.36627019	-0.499905496	-0.281312876	-0.457003286	-0.509814411	-0.476577665	-0.378508022	-0.016429627	0.708413186	-0.44275206	-0.088944035	0.142214683	2.20878595	-0.677770576	-0.405850336	3.004866825	-0.819485971	-1.013655075	-0.984858195	-0.00736972	-1.203762235	2.547450675	-1.47078412
ENSG00000163900	TMEM41A	4	2.591118356	0.298329859	0.25689272	1.852296973	-0.205346525	3.232981978	-0.348745533	-0.337451727	-0.305014633	0.212532434	-0.055678858	-0.215308577	0.460099173	-0.453000629	-0.34481303	-0.444952023	-0.268059377	-0.493512938	-0.500497728	-0.513195941	-0.489044802	-0.119694118	-0.420934637	-0.210354286	-0.464466859	-0.487961295	-0.591848126	1.657537103	-0.554130797	-0.280357928	-0.683899399	-0.738204605	-0.879289363	-0.858365862	0.887787615	-0.987452748	2.013450029	-1.211443894
ENSG00000163918	RFC4	4	2.154642983	-0.290618792	0.640775941	-0.365760686	0.309477731	1.619098771	-0.80130722	-0.383413688	-0.771425916	-0.745481319	-0.702511111	-0.157219087	0.48071305	-0.301202248	-0.852953142	-0.507549063	-0.080438996	-0.900226722	-0.67415986	1.2685689	-0.897173646	0.254892794	-0.921497887	0.204236079	-0.006615223	0.240619896	-0.785068029	3.707840978	-0.860581103	1.364831688	-0.784110216	-0.951971188	-0.792818535	0.47736234	0.874989792	-0.53249621	0.088097755	0.380451192
ENSG00000163956	LRPAP1	4	2.210069202	-0.408858401	0.162406863	0.618350684	-0.098166262	0.570279015	-0.906341781	0.464444268	0.774800494	-0.901070221	-0.419118399	-0.57925213	-0.662662242	-0.944963122	-1.00042037	-0.726404878	-0.111228529	-0.650162893	-1.073606294	-1.04974086	0.096922683	-1.019963912	-0.924477931	-0.236467604	-1.033892747	0.033647549	1.22503869	-0.254465127	-1.064903851	1.470699096	1.369834994	0.666813013	-0.956047064	0.156708863	2.440880669	0.467008778	2.316253197	-0.021943439
ENSG00000164080	RAD54L2	4	2.167656843	0.009294588	0.148210656	-0.380504527	-0.127919236	0.502468556	-0.205689641	-0.096778281	-0.449531437	0.110836998	-0.492166213	-0.333516547	-0.431273761	-0.528514785	-0.191631866	-0.082357495	-0.14490175	-0.627772447	-0.289647315	-0.472101207	-0.555059788	-0.32735555	-0.190272234	-0.60456505	-0.59857389	-0.621691655	-0.063976034	-0.624520179	2.693361749	3.548349095	-0.750446258	1.490894884	-0.966844748	-0.880819346	0.147538103	-0.627513749	-0.789479972	1.636813491
ENSG00000164099	PRSS12	4	2.149331677	0.12629158	0.672350252	0.015306121	-0.211190391	-0.288614656	-0.326226902	-0.290194713	-0.216760353	-0.29916112	-0.265322954	-0.233076884	-0.222866378	-0.282783903	-0.328514832	-0.482497933	-0.135217737	-0.104828435	-0.472884048	0.079733559	-0.524022056	0.875530803	-0.577069737	-0.690990355	-0.489371854	-0.522494518	-0.600088343	-0.454067421	-0.577169272	-0.84820822	3.299021246	0.218735009	1.529616142	1.274539815	-0.847168354	-1.26893388	2.724351873	-1.405082826
ENSG00000164109	MAD2L1	4	2.430872487	-0.326805312	1.655915723	1.794835392	-0.166767741	2.499176989	-0.727767046	-0.683161284	-0.58607706	-0.707422647	-0.723436228	-0.002504824	-0.64345103	-0.626218493	0.491876292	-0.7923689	0.122100055	-0.268362155	-0.816209692	-0.823610334	0.249640582	-0.802474002	-0.1989475	-0.90022682	0.445109206	0.380983751	1.061187117	1.472804971	-0.546211418	-0.943552153	-0.86110514	-0.954748178	-1.03697312	-0.057410525	0.393282072	-1.117479174	0.962224896	1.353281242
ENSG00000164162	ANAPC10	4	1.890329953	0.595350049	0.068623551	0.492395095	0.328073317	-0.010208866	-0.221327458	0.582888553	-0.290057506	-0.327382455	-0.31119653	-0.291576373	-0.366702702	-0.274900279	-0.382143121	-0.428513082	-0.475557338	-0.470694574	-0.477388065	-0.489556706	-0.466412779	-0.132071383	-0.230463586	-0.615534764	-0.435506952	-0.465374459	0.321884196	-0.54748435	3.637171381	2.857092228	-0.653141052	-0.705182504	-0.840382365	0.699443024	-0.863102669	1.517148524	-1.059853415	-1.15868454
ENSG00000164182	NDUFAF2	4	2.514520191	0.108927298	-0.203108672	-0.351027486	2.056640132	-0.43138993	-0.446582078	-0.245630943	-0.402271734	-0.441737134	-0.357445172	-0.428111282	-0.464651266	-0.536316375	-0.506451514	-0.546161452	-0.505472441	-0.419730789	-0.472977722	-0.448283875	-0.571128148	-0.571024976	-0.594945753	1.010329557	-0.563836736	-0.566632083	-0.591198133	-0.674461073	-0.736865679	-0.821737668	0.060138145	-0.841202642	-0.552506523	2.124611166	1.157307062	0.650751123	2.868804829	1.740859777
ENSG00000164638	SLC29A4	4	2.588396411	0.227790633	-0.084077622	0.007233535	-0.362916145	-0.294606386	2.110561857	-0.176727657	-0.204176649	-0.254846519	-0.337979424	0.066591683	-0.370428209	-0.466260603	-0.391602149	-0.244285234	-0.540939079	-0.523348987	-0.464623352	-0.364961958	-0.182206656	-0.551998369	-0.546482873	-0.725190545	0.815025228	-0.515525701	-0.639499874	2.031803303	-0.723058739	-0.053534913	1.260950985	0.933079442	2.720428635	0.867613423	-0.423803082	-1.261635531	-1.389713328	-1.535045549
ENSG00000164687	FABP5	4	2.349655961	0.583505287	-0.092819009	0.112224713	1.493060726	-0.093865531	-0.422746071	-0.400553668	1.185182441	1.186842165	-0.142817804	0.135665533	-0.371837409	0.700204594	-0.590483304	-0.247715779	-0.604633837	-0.707241805	-0.345983573	-0.745922682	-0.698463151	-0.439650784	-0.480007073	-1.004268611	-0.650162776	0.002998766	-0.900491412	0.790890786	-0.985751237	-1.150359884	2.123222489	2.701841819	-0.618120794	-0.533255245	-0.182584248	0.924954027	-1.915439327	0.034925707
ENSG00000164733	CTSB	4	2.311308103	-0.170877324	-0.136806395	1.589098558	-0.722789216	-0.704213713	-0.337057523	-0.673686854	-0.67746742	-0.704909235	-0.169922246	-0.254253325	-0.542173557	-0.442565567	-0.286601799	-0.317826618	-0.559249057	-0.674092169	-0.043860268	-0.824141973	-0.795303489	-0.549325874	-0.006584157	-0.67219245	-0.582834418	-0.806363603	0.030078419	0.773828903	2.088371705	1.596227003	1.760679177	2.41181986	-0.258959576	-1.0673325	0.323699237	1.568111412	-0.155738094	-1.316093953
ENSG00000164808	SPIDR	4	2.165327303	0.031620716	-0.134726836	-0.161119015	-0.340305931	-0.44535173	-0.450332848	-0.400534937	-0.370944967	-0.129117067	-0.263794339	-0.349573581	-0.413415804	-0.19827575	-0.400413118	-0.500239841	-0.444413491	-0.310196272	-0.372646843	0.195956013	-0.544929612	-0.418825233	-0.307486236	-0.474332784	-0.526924816	-0.543318517	-0.573337275	-0.224228377	2.859963265	-0.603216094	-0.676310298	3.170771156	1.385784615	-0.780005264	-0.830525717	-0.880230456	1.476861369	1.78278861
ENSG00000164828	SUN1	4	2.450934284	-0.229651966	0.835176484	1.295046307	0.375910476	-0.910364955	1.528613859	0.137147842	-0.881165558	0.498596073	0.273065386	-0.502026811	-0.41690938	-0.151454997	-0.348442071	-1.01715817	-1.002441891	-1.00481189	-0.51928097	-0.916816671	-0.334369091	-0.344365661	-1.017654144	-0.595843044	0.090432833	-0.722888777	0.376819709	0.497227542	-0.922304842	-1.03629982	-1.214499199	-1.193426716	2.398306982	0.763953072	1.604982256	0.176226603	1.746093791	0.233643126
ENSG00000164880	INTS1	4	1.967566595	1.038438975	0.357420968	0.087953965	-0.119600554	1.324802565	-0.001203291	-0.038528283	-0.032954868	-0.093546301	-0.121557155	0.22581237	-0.145174901	-0.224145524	-0.219898568	0.962350931	-0.338399209	-0.326198298	-0.322707048	-0.356818965	-0.319248915	-0.357826794	-0.228580192	-0.550078154	-0.281013234	1.035870833	-0.479179104	-0.060009774	-0.443839413	-0.392289463	-0.622382424	-0.579277043	-0.926347145	-0.893797473	-0.391627696	4.499546303	-1.282635072	-1.350898645
ENSG00000165060	FXN	4	2.185465158	0.647604059	0.7788751	1.266338605	0.977928318	-0.228813315	-0.241581078	-0.216589613	-0.144811279	-0.219255746	-0.270842596	0.096376364	-0.156838908	-0.160287099	-0.402856814	-0.486865327	0.022890379	-0.416858135	-0.543344013	0.71801488	-0.358419888	-0.270814333	0.239695992	-0.887573519	1.024156209	-0.549644284	-0.779529965	-0.488429207	-0.87553431	3.21382639	-0.983225363	-1.103394484	-1.048882424	0.409013111	-0.997085173	-1.721261418	2.251220433	-0.278666708
ENSG00000165091	TMC1	4	1.530180661	0.79430405	-0.046180449	-0.159184152	-0.212119569	0.337939999	-0.221367729	-0.207479978	-0.177414099	-0.216561788	-0.226950144	-0.196262983	-0.208674643	-0.299002847	-0.300285982	-0.332777832	-0.373298571	-0.366872464	-0.373892828	-0.386655717	-0.36238264	-0.246907056	-0.404245941	-0.27313888	-0.337679517	-0.359308122	-0.445914543	0.066316897	-0.509314448	-0.593504259	-0.558229671	4.916808143	1.950111924	-0.733584192	-0.07361933	1.108178511	-0.689892655	-0.811137151
ENSG00000165304	MELK	4	2.441294747	-0.068627683	0.162165229	-0.253557692	-0.510018778	-0.02421589	-0.662505734	0.105546435	-0.621147025	-0.52014155	-0.174970767	-0.364628655	-0.261054071	0.025058179	-0.631995056	-0.4320365	-0.138659604	-0.710167151	-0.775270756	-0.740597948	-0.75395077	0.079076614	-0.752291454	-0.617061482	-0.734275467	-0.765955891	0.821179113	1.742044486	-0.875391605	-0.937634117	1.572355382	-0.95190834	1.001667211	1.492178742	0.366756369	2.018186807	2.624797808	-1.174243134
ENSG00000165684	SNAPC4	4	2.079557037	-0.069329539	-0.25523856	-0.390429546	0.15186994	-0.458328411	-0.190544756	-0.188423077	-0.287567427	1.040947927	-0.481315624	-0.290341307	-0.415425289	-0.480045794	0.061879274	-0.59946963	-0.55466756	-0.372903476	-0.648979971	-0.664348936	0.482972882	-0.623015924	-0.370402206	-0.476033112	-0.60537091	-0.540061343	-0.535738117	-0.737511419	2.014185828	-0.740568337	0.396702883	3.766331595	-0.2877452	-0.807336156	1.083309143	-1.274628445	0.404848222	1.863165343
ENSG00000165792	METTL17	4	2.009313617	-0.198822077	0.354268489	-0.610382807	-0.693105582	-0.663972547	-0.363645932	-0.608660671	0.42487087	-0.664714261	0.506329331	-0.3596898	-0.515997996	-0.682252699	0.099937142	-0.751589967	-0.457368679	0.250144632	-0.177385741	0.376783809	-0.773720635	-0.221563643	-0.762412195	-0.89063796	-0.755254155	-0.30077657	-0.850961257	-0.619451711	-0.88355829	2.085531432	-0.613783896	1.091846529	3.388393938	1.123862586	0.206867983	1.181516759	-1.166059776	1.486101731
ENSG00000166171	DPCD	4	1.836104435	-0.225345392	0.008861022	0.435393932	0.214672398	1.141143663	-0.74642583	-0.1709179	-0.709503384	-0.742388589	-0.038677623	-0.625624221	-0.240193318	-0.755625797	-0.494188803	-0.840016133	-0.291708559	-0.868657404	-0.328504652	-0.01048778	-0.864885717	-0.588821404	0.348281038	-0.996272864	-0.139085479	-0.75059832	0.076727411	0.071035283	-0.988317006	4.134469678	-0.203438697	-0.19161859	-1.194380307	1.091950431	0.264110815	1.041144099	1.255712342	1.086077222
ENSG00000166260	COX11	4	2.316639646	-0.021585437	0.558648569	-0.337394695	0.063297778	0.751974322	2.638947315	-0.890417417	-0.861365696	0.106740791	0.468177311	-0.527360845	-0.615100975	-0.814062752	-0.386297219	0.052733053	-0.087827481	-1.030189982	-0.955819538	0.144351407	0.708456795	-0.789231137	-0.696845086	-0.245145915	0.086635943	-1.025218702	0.74483055	0.742287237	1.920093561	-1.232140246	0.800304886	1.488561676	-0.911648548	-1.356964653	-0.206102063	-1.391157336	-0.492976216	1.2821711
ENSG00000166337	TAF10	4	2.188424502	-0.099064323	1.033871649	-0.448373617	-0.348684213	-0.498662048	-0.503833193	0.575103312	-0.46463267	-0.499546962	-0.049046892	-0.21483529	-0.414664573	-0.597287804	0.127825746	-0.603195503	-0.303880472	-0.464312097	-0.63986436	-0.65124708	-0.629597919	-0.651827164	-0.173568445	-0.769088761	-0.254619305	-0.62862666	-0.466117227	1.468610858	-0.760641603	2.386528689	-0.804266222	3.064222506	1.630176223	0.529220372	-0.342073671	-0.718857416	1.273590475	-1.277158845
ENSG00000166441	RPL27A	4	2.412911914	-0.17255872	-0.524432295	0.124636933	-0.754530515	-0.135719393	2.267312363	-0.195192617	-0.529411455	-0.832651144	-0.801740997	-0.606638539	-0.422031672	-0.732304252	-0.639675752	-0.141881624	-0.696211722	-0.896374164	-1.096068302	-1.032735882	-0.238730795	-0.529639262	-0.30973757	-0.343453696	-0.846699761	0.406692134	-0.358605114	-0.206381164	2.14014302	1.467600658	2.345387742	1.094697284	1.531347083	-0.014435064	-0.40782945	-0.63433373	0.605669564	-0.296394045
ENSG00000166526	ZNF3	4	2.438744692	-0.147084356	-0.106136472	-0.158486392	-0.516236023	1.666888183	-0.477747293	1.01220191	-0.449708717	-0.263641549	-0.323942764	-0.433734911	-0.511087445	-0.30001285	-0.310781098	-0.252299734	0.004455587	-0.61974698	-0.624416992	-0.632906986	-0.600501904	-0.45468698	-0.0791167	0.008996203	-0.600326845	-0.616035165	-0.685493638	0.708924726	2.191024038	-0.770503874	-0.747038885	-0.707304819	2.978310908	-0.592726733	-0.915322528	-0.936121547	0.785293749	2.038310187
ENSG00000166562	SEC11C	4	2.087979524	-0.418669584	-0.584549031	1.212944506	0.253708249	0.233608865	-0.754796196	0.179894268	-0.723086606	-0.751328261	-0.397015314	-0.649997792	-0.343176013	-0.287192152	-0.383141387	0.318328427	-0.610807939	-0.859768082	0.199411098	-0.874039597	-0.290205593	-0.236607148	-0.403530313	-0.706193913	-0.838706561	1.108212253	-0.668869976	-0.917871717	2.105369152	-1.023266917	2.909771844	1.46887903	0.443006997	-1.084387004	0.043791489	-1.19424649	1.177247582	1.259300304
ENSG00000166669	ATF7IP2	4	1.726636985	0.485656583	-0.276407693	0.424582924	-0.111329921	-0.180581565	-0.519533337	0.21903479	-0.234109734	-0.51573837	-0.522031786	-0.221744374	-0.30004935	-0.470488863	-0.339645044	-0.141444882	-0.228215309	-0.632190704	-0.361645889	-0.227031594	-0.630858855	-0.29046319	-0.226749234	-0.493310185	-0.606263142	-0.6237444	-0.405011214	-0.654239266	-0.746857245	2.770771349	-0.640260341	3.998139887	-0.877490773	1.23741029	0.633662387	0.957731288	-1.030189753	0.053999526
ENSG00000166747	AP1G1	4	2.329880451	0.215401072	-1.187883578	-0.565055382	0.796578633	-0.445799231	-1.540706833	0.666587385	1.441318045	-0.504388142	-0.718136965	-0.392676298	-0.584203698	-0.522312091	-0.911643048	0.091841118	-0.599150004	-0.213284767	-0.262558464	0.076397521	0.45920575	-0.115893757	-0.354518987	-0.866477826	0.33063574	-0.841848055	0.095831094	-0.237685369	2.775543804	-0.708453756	1.519257413	-0.278254568	2.453817939	0.515716332	0.021769526	-1.457872708	-0.469181674	-0.011796624
ENSG00000166788	SAAL1	4	2.123831669	-0.291594312	0.356589961	0.642505497	0.260865161	0.697304575	-0.623017973	0.272924957	-0.41063077	-0.619825204	0.486841206	-0.53603302	-0.528768029	-0.56900847	-0.435858267	-0.075069479	-0.466425807	-0.719682304	-0.425848748	-0.716141653	-0.691905745	0.11788548	-0.601987508	-0.792744899	0.575849998	-0.715976063	0.597390264	-0.773187929	2.541989634	-0.870242428	-0.612490541	1.414415116	-0.977273577	0.089108508	-0.996316956	1.437822361	3.033765644	-1.199060349
ENSG00000166797	FAM96A	4	1.950985703	-0.267100357	0.737064297	1.0340056	0.452556326	1.054093014	-0.603840204	0.236745725	1.17247668	-0.60012212	-0.516765782	-0.473469027	-0.404613884	-0.213698841	-0.670202153	-0.644134195	-0.405838749	-0.506770347	0.024062766	0.39909802	-0.092442825	0.057177539	-0.357844555	-0.8339098	-0.69381318	0.51461844	0.086342106	-0.778698101	-0.82658342	-0.777328956	-0.864421308	-0.906643439	-1.016336406	-1.000068448	2.970660438	2.769549354	-1.07758175	1.072791836
ENSG00000166881	TMEM194A	4	1.761964484	0.081922283	-0.075820707	0.588113248	0.322192434	0.023664438	-0.636129484	-0.595041183	-0.605286985	-0.069097266	0.08936148	-0.318687366	-0.101472057	-0.493984801	-0.632510161	-0.186004803	-0.723794936	0.088958624	-0.704332491	-0.658740961	1.137259038	-0.507912706	-0.536401876	0.027960733	-0.279889499	0.935953687	0.045090617	3.380077422	-0.761450454	-0.767262839	-0.797536335	0.15556422	-0.890216217	-0.95122787	0.023629407	3.235106716	0.605301558	-1.209319392
ENSG00000167077	MEI1	4	2.253031174	0.253050962	0.717433538	-0.000943827	1.014398776	1.314356912	-0.588653558	-0.280404618	0.448871512	-0.503092612	-0.193872921	-0.263176443	-0.588276582	-0.349158081	-0.594453729	0.244073051	-0.591832928	-0.632512287	-0.610689163	-0.726595268	-0.26353955	-0.700561792	-0.52245181	-0.805816135	0.291602	-0.705429231	-0.218996059	-0.712746459	-0.828961466	2.774147458	-0.869782956	-0.834632407	-0.95551844	1.673660391	0.999742001	-0.031738946	-1.167053822	2.556523314
